# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/N/slate/amsaini/reference_genome/hsa.gff3" "-t" "miRNA,miRNA_primary_transcript" "-g" "Name" "-o" "/N/slate/amsaini/assignment_2/counts/all_samples_miRNA_count.txt" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam
hsa-miR-1251-5p	chr12	97491913	97491933	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	chr12	97491951	97491971	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-2	chr12	97563812	97563911	+	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-5p	chr12;chr3	97563834;52294270	97563856;52294292	+;-	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-2-3p	chr12	97563872	97563893	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4495	chr12	97939056	97939121	-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4495	chr12	97939097	97939117	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4303	chr12	97995383	97995448	-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4303	chr12	97995422	97995438	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1827	chr12	100189884	100189949	+	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1827	chr12	100189932	100189949	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3652	chr12	103930425	103930555	+	131	5	5	0	1	2	0	4	1	1	3	2	0
hsa-miR-3652	chr12	103930425	103930442	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3922	chr12	104591633	104591716	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	chr12	104591694	104591715	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-5p	chr12	104591645	104591667	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4496	chr12	108635810	108635870	+	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4496	chr12	108635849	108635870	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-619	chr12	108836908	108837006	-	99	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-3p	chr12	108836923	108836946	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-5p	chr12	108836962	108836983	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4497	chr12	109833348	109833436	+	89	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4497	chr12	109833350	109833366	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6760	chr12	111304142	111304209	+	68	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6760-5p	chr12	111304147	111304169	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6760-3p	chr12	111304189	111304209	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6761	chr12	111799834	111799905	+	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	chr12	111799839	111799859	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-3p	chr12	111799882	111799903	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3657	chr12	112037599	112037715	-	117	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3657	chr12	112037627	112037647	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6861	chr12	112163258	112163321	-	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-5p	chr12	112163295	112163316	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6861-3p	chr12	112163265	112163282	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-1	chr12	112695034	112695176	-	143	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7106	chr12	113159113	113159177	-	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7106-5p	chr12	113159153	113159172	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7106-3p	chr12	113159113	113159135	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6762	chr12	113291523	113291608	+	86	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6762-5p	chr12	113291528	113291550	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6762-3p	chr12	113291586	113291608	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-620	chr12	116148560	116148654	-	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-620	chr12	116148575	116148594	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4472-2	chr12	116428252	116428318	-	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4472	chr12;chr8	116428294;142176396	116428311;142176413	-;+	36	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1178	chr12	119713634	119713724	-	91	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-3p	chr12	119713649	119713669	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-5p	chr12	119713678	119713695	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4498	chr12	120155434	120155499	-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4498	chr12	120155473	120155494	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4700	chr12	120723193	120723266	+	74	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-5p	chr12	120723202	120723223	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-3p	chr12	120723233	120723258	+	26	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7107	chr12	121444273	121444352	-	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-5p	chr12	121444326	121444347	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-3p	chr12	121444279	121444305	-	27	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9902-1	chr12	122695907	122695999	-	93	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9902	chr12;chr12	122695964;122709389	122695985;122709410	-;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9902-2	chr12	122709332	122709424	-	93	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4304	chr12	123010667	123010728	-	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4304	chr12	123010702	123010718	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8072	chr12	123364764	123364843	-	80	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-8072	chr12	123364814	123364833	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3908	chr12	123536409	123536534	+	126	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3908	chr12	123536413	123536434	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6880	chr12	124337181	124337242	-	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p	chr12	124337216	124337237	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	chr12	124337181	124337201	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5188	chr12	124915547	124915659	+	113	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5188	chr12	124915610	124915632	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3612	chr12	128294092	128294178	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3612	chr12	128294105	128294126	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6763	chr12	132581997	132582061	+	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-5p	chr12	132582002	132582020	+	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-3p	chr12	132582041	132582061	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4499	chr13	20433778	20433846	-	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4499	chr13	20433830	20433846	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2276	chr13	24162416	24162504	+	89	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2276-3p	chr13	24162469	24162490	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2276-5p	chr13	24162431	24162452	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4305	chr13	39664034	39664135	-	102	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4305	chr13	39664108	39664125	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320d-1	chr13	40727816	40727887	-	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320d	chr13;chrX	40727828;140926172	40727846;140926190	-;-	38	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-621	chr13	40810766	40810861	+	96	1	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-621	chr13	40810826	40810846	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3168	chr13	41101019	41101100	-	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	chr13	41101076	41101092	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5006	chr13	41568286	41568395	-	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-5p	chr13	41568355	41568375	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	chr13	41568306	41568326	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8079	chr13	44196129	44196200	-	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8079	chr13	44196171	44196190	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3613	chr13	49996415	49996501	-	87	0	0	0	2	0	0	0	2	4	1	1	0
hsa-miR-3613-5p	chr13	49996465	49996486	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-3p	chr13	49996426	49996449	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-16-1	chr13	50048973	50049061	-	89	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-16-5p	chr13;chr3	50049027;160404754	50049048;160404775	-;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-16-1-3p	chr13	50048985	50049006	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-15a	chr13	50049119	50049201	-	83	0	0	0	1	0	1	2	0	2	1	1	2
hsa-miR-15a-5p	chr13	50049167	50049188	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-15a-3p	chr13	50049130	50049151	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5693	chr13	51348567	51348639	-	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5693	chr13	51348576	51348597	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4703	chr13	51552589	51552667	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-5p	chr13	51552599	51552621	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-3p	chr13	51552637	51552658	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-759	chr13	52810050	52810140	+	91	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-759	chr13	52810073	52810094	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1297	chr13	54311972	54312048	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1297	chr13	54311981	54311997	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5007	chr13	55174454	55174548	+	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	chr13	55174474	55174495	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-3p	chr13	55174509	55174530	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3169	chr13	61199798	61199880	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	chr13	61199848	61199869	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548x-2	chr13	65966330	65966429	-	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-3p	chr13;chr21	65966352;18686100	65966371;18686119	-;-	40	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4704	chr13	66218250	66218324	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-5p	chr13	66218259	66218280	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-3p	chr13	66218296	66218317	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3665	chr13	77698012	77698116	-	105	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3665	chr13	77698075	77698092	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4500	chr13	87618665	87618740	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4500	chr13	87618671	87618687	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-622	chr13	90231182	90231277	+	96	0	0	2	2	0	0	0	0	0	0	0	0
hsa-miR-622	chr13	90231242	90231262	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-17	chr13	91350605	91350688	+	84	2	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-17-5p	chr13	91350618	91350640	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-17-3p	chr13	91350655	91350676	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-18a	chr13	91350751	91350821	+	71	0	0	0	1	0	0	1	4	0	0	0	0
hsa-miR-18a-5p	chr13	91350756	91350778	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-18a-3p	chr13	91350797	91350819	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-19a	chr13	91350891	91350972	+	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-5p	chr13	91350904	91350925	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-3p	chr13	91350939	91350961	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-20a	chr13	91351065	91351135	+	71	1	7	7	3	6	7	1	1	1	1	0	2
hsa-miR-20a-5p	chr13	91351072	91351094	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	chr13	91351108	91351129	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-19b-1	chr13	91351192	91351278	+	87	0	0	2	0	0	1	2	3	0	0	0	0
hsa-miR-19b-1-5p	chr13	91351207	91351229	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-3p	chr13;chrX	91351245;134169683	91351267;134169705	+;-	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-92a-1	chr13	91351314	91351391	+	78	2	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-92a-1-5p	chr13	91351324	91351346	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-92a-3p	chr13;chrX	91351361;134169544	91351382;134169565	+;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548as	chr13	92490163	92490220	+	58	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548as-5p	chr13	92490163	92490184	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548as-3p	chr13	92490199	92490220	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4501	chr13	96427229	96427292	+	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4501	chr13	96427229	96427249	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3170	chr13	98208524	98208600	+	77	3	0	1	0	2	0	0	0	0	0	0	0
hsa-miR-3170	chr13	98208533	98208554	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-623	chr13	99356131	99356228	+	98	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-623	chr13	99356146	99356168	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4306	chr13	99643059	99643149	+	91	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4306	chr13	99643123	99643139	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2681	chr13	101967642	101967746	-	105	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-5p	chr13	101967704	101967725	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-3p	chr13	101967665	101967686	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4705	chr13	102045934	102046004	-	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	chr13	102045974	102045995	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1267	chr13	107531171	107531248	-	78	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1267	chr13	107531217	107531237	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8073	chr13	110340958	110341029	+	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8073	chr13	110340968	110340989	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8075	chr13	113262920	113262999	+	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8075	chr13	113262966	113262989	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548ar	chr13	114244505	114244561	+	57	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-5p	chr13	114244505	114244525	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-3p	chr13	114244541	114244561	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4502	chr13	114273828	114273908	+	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4502	chr13	114273885	114273906	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6717	chr14	21023314	21023386	-	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6717-5p	chr14	21023355	21023376	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4707	chr14	22956950	22957029	-	80	0	0	0	0	0	0	0	5	1	0	0	0
hsa-miR-4707-5p	chr14	22956998	22957020	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4707-3p	chr14	22956957	22956978	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-208a	chr14	23388596	23388666	-	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-3p	chr14	23388602	23388623	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	chr14	23388637	23388658	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-208b	chr14	23417987	23418063	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-3p	chr14	23417997	23418018	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-5p	chr14	23418032	23418053	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7703	chr14	24143489	24143565	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7703	chr14	24143489	24143511	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4307	chr14	26908642	26908725	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4307	chr14	26908697	26908715	+	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3171	chr14	27633205	27633278	-	74	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3171	chr14	27633246	27633269	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-624	chr14	31014646	31014742	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-5p	chr14	31014706	31014727	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	chr14	31014669	31014689	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4503	chr14	36952309	36952391	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4503	chr14	36952358	36952379	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548y	chr14	47760995	47761104	-	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548y	chr14	47761061	47761082	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6076	chr14	49966399	49966511	+	113	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6076	chr14	49966399	49966419	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4504	chr14	50299855	50299946	-	92	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	chr14	50299871	50299892	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5580	chr14	53948427	53948484	-	58	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5580-5p	chr14	53948463	53948484	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5580-3p	chr14	53948427	53948448	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4308	chr14	54878113	54878193	-	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4308	chr14	54878123	54878140	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5586	chr14	59646962	59647020	-	59	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-5p	chr14	59646999	59647020	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-3p	chr14	59646962	59646983	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9718	chr14	60648648	60648711	+	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9718	chr14	60648681	60648700	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-1	chr14	64095024	64095125	-	102	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-5p	chr14;chr16;chr17;chr6;chr8	64095084;11306491;13543597;131792174;27048926	64095105;11306512;13543618;131792195;27048947	-;-;-;+;-	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7855	chr14	64785626	64785686	-	61	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-7855-5p	chr14	64785663	64785684	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4706	chr14	65044688	65044769	+	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4706	chr14	65044697	65044721	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4708	chr14	65335117	65335183	-	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-5p	chr14	65335155	65335175	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-3p	chr14	65335123	65335144	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-625	chr14	65471102	65471186	+	85	1	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-625-5p	chr14	65471116	65471136	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-625-3p	chr14	65471153	65471174	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5694	chr14	67441855	67441930	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5694	chr14	67441902	67441922	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7843	chr14	72516820	72516898	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-5p	chr14	72516831	72516852	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-3p	chr14	72516866	72516887	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4505	chr14	73758747	73758819	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4505	chr14	73758749	73758766	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4709	chr14	74480133	74480204	-	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-5p	chr14	74480175	74480196	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	chr14	74480135	74480157	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1260a	chr14	77266218	77266290	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1260a	chr14	77266231	77266248	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4506	chr14	93948226	93948302	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4506	chr14	93948233	93948252	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3173	chr14	95137919	95137986	-	68	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	chr14	95137923	95137944	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-5p	chr14	95137961	95137982	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-151b	chr14	100109419	100109514	-	96	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-151b	chr14	100109438	100109455	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-342	chr14	100109655	100109753	+	99	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-342-5p	chr14	100109673	100109693	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-3p	chr14	100109715	100109737	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6764	chr14	100277357	100277417	+	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6764-5p	chr14	100277362	100277383	+	22	0	0	0	0	0	0	0	0	0	0	0	0
